CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
MC,04/05/2020,4.0,632.0,106.0,1.0,79.0
MD,04/05/2020,293.0,38767.0,3132.0,66.0,378.0
ML,04/05/2020,1.0,44.0,3.0,0.0,5.0
NC,04/05/2020,42.0,1861.0,125.0,10.0,90.0
PV,04/05/2020,58.0,6490.0,534.0,14.0,263.0
RI,04/05/2020,17.0,1345.0,80.0,5.0,24.0
VC,04/05/2020,31.0,5049.0,631.0,17.0,165.0
AN,05/05/2020,80.0,5090.0,716.0,17.0,257.0
AR,05/05/2020,32.0,2199.0,238.0,7.0,73.0
AS,05/05/2020,14.0,1848.0,129.0,6.0,17.0
CB,05/05/2020,24.0,946.0,78.0,3.0,75.0
CE,05/05/2020,1.0,10.0,4.0,0.0,4.0
CL,05/05/2020,159.0,7787.0,519.0,25.0,77.0
CM,05/05/2020,81.0,8494.0,584.0,37.0,94.0
CN,05/05/2020,14.0,901.0,162.0,1.0,25.0
CT,05/05/2020,657.0,25719.0,2674.0,100.0,563.0
EX,05/05/2020,14.0,1507.0,107.0,6.0,107.0
GA,05/05/2020,73.0,2584.0,153.0,62.0,1686.0
IB,05/05/2020,10.0,1074.0,161.0,3.0,27.0
MC,05/05/2020,6.0,632.0,106.0,1.0,62.0
MD,05/05/2020,313.0,38772.0,3132.0,66.0,378.0
ML,05/05/2020,1.0,44.0,3.0,0.0,5.0
NC,05/05/2020,42.0,1775.0,125.0,10.0,91.0
PV,05/05/2020,64.0,6486.0,538.0,15.0,263.0
RI,05/05/2020,19.0,1288.0,80.0,6.0,24.0
VC,05/05/2020,31.0,5053.0,632.0,14.0,134.0
